name,TempK,Sigma,SMILES
"2,2',2''-nitrilotriethanol",348,43.2,C(CO)N(CCO)CCO
ethyl phenylpropiolate,283,40.22,CCOC(=O)C#CC1=CC=CC=C1
benzyl alcohol,393,21.68,C1=CC=C(C=C1)CO
propyl thiophene-2-carboxylate,313,32.22,CCCOC(=O)C1=CC=CS1
3-chloro-3-methylheptane,273,24.11,CCCCC(C)(CC)Cl
1-nonene,293,23.02,CCCCCCCC=C
heptyl 2-naphthaleneacetate,358,30.4,CCCCCCCOC(=O)CC1=CC2=CC=CC=C2C=C1
1-pentyl sulfite ,373,22.22,CCCCCOS(=O)OCCCCC
butyl azodiformate,313,29.57,CC(C)(C)OC(=O)/N=N/C(=O)OC(C)(C)CÊ
butyl ethylxanthate,348,27.64,CCCCOC(=S)SCC
tert-buyl ethyl sulfide,293,23.54,CC(C)(C)SC
"1,9-dibromononane",293,39.55,C(CCCCBr)CCCCBr
dipentylamine,333,22.62,CCCCCNCCCCC
3-chloro-3-methylhexane,328,21.31,CCCC(C)(CC)Cl
hexyl phenyl ether,298,30.79,CCCCCCOC1=CC=CC=C1
butyl cyclopropane,323,25.85,CCCCC1CC1
alpha-ionone,283,33.15,CC1=CCCC(C1C=CC(=O)C)(C)C
butyl hydrocinnamate,293,33.49,CCCCOC(=O)CCC1=CC=CC=C1
"1,2,3,4-tetrahydro-1-naphthol",328,38.91,C1CC(C2=CC=CC=C2C1)O
ethyl cyclopropane,313,26.79,CCC1CC1
diheptyl phosphonate,358,24.02,CCCCCCCOP(=O)OCCCCCCCÊ
methylcyclopentane,323,18.811,CC1CCCC1
diisopropyl ether,303,16.75,CC(C)OC(C)C
methyl crotonate,333,23.89,CC=CC(=O)OC
"2,4-dimethylheptane",298,20.89,CCCC(C)CC(C)C
trichlorobiphenyl,293,45.3,C1=CC=C(C=C1)C2=C(C(=C(C=C2)Cl)Cl)Cl
2-methylcyclohexanone,303,30.98,CC1CCCCC1=O
"1,6-hexanediol bis(heptafluorobutyrate)",293,21.5,C(CCCOC(=O)C(C(C(F)(F)F)(F)F)(F)F)CCOC(=O)C(C(C(F)(F)F)(F)F)(F)F
hexyl picolinate,293,34.12,CCCCCCOC(=O)C1=CC=CC=N1
"1,1,2,2-tetrabromoethane",318,45.79,C(C(Br)Br)(Br)Br
Ethyl salicylate,413,25.73,CCOC(=O)C1=CC=CC=C1O
"3,3,4-trimethylhexane",313,21.37,CCC(C)C(C)(C)CC
3-hexyloxypropionitrile,288,30.74,CCCCCCOCCC#N
"1,2,3,4-tetrahydro-1-naphthol",348,37.2,C1CC(C2=CC=CC=C2C1)O
2-methylcyclohexanone,363,24.82,CC1CCCCC1=O
pentyl Cyanoacetate,348,26.08,CCCCCOC(=O)CC#N
isopropyl thienyl ketone,333,33.43,C(C)C(=O)C1=CC=CS1
diisopentyl acetylenedicarboxylate,343,26.46,CC(C)CCOC(=O)C#CC(=O)OCCC(C)C
hydrazine,288,68.8,NN
3-methyl-1-butanethiol,303,24.6,CC(C)CCS
ethyl 9-decynoate,343,26.83,CCOC(=O)CCCCCCCC#C
butyl decanoate,353,23.27,CCCCCCCCCC(=O)OCCCC
1-methylcyclohexene,363,18.83,CC1=CCCCC1
"2,6-dimethyl-pyridine",293,31.59,CC1=NC(=CC=C1)C
dipentyl phthalate,393,23.69,CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCC
2(10)-pinene,423,15.57,CC1(C2CCC(=C)C1C2)C
pyrimidine,293,30.83,C1=CN=CN=C1
"3,3-dimethylhexane",323,17.96,CCCC(C)(C)CC
2-nonanone,343,22.42,CCCCCCCC(=O)C
1-iodobutane,283,29.79,CCCCI
hexamethylene nitrate,273,43.1,C1CCC(CC1)O[N+](=O)[O-]
salicyladehyde,333,37.93,C1=CC=C(C(=C1)C=O)O
decylcyclopentane,283,30.22,CCCCCCCCCCC1CCCC1
3-ethyl-3-methylpentane,363,15.57,CCC(C)(CC)CC
2-bromothiophene,333,33.19,C1=CSC(=C1)Br
butyl dichloroacetate,363,23.52,CCCCOC(=O)C(Cl)Cl
3-methylcyclopentadecanone,373,27.6,CC1CCCCCCCCCCCCC(=O)C1
dimethyl pentylmalonate,333,26.71,CCCCCC(C(=O)OC)C(=O)OC
tert-butyl methyl sulfide,303,22.44,CC(C)(C)SC
diethyl carbonate,313,24.22,CCOC(=O)OCC
"1,6-hexanediol di(perfluorobutyrate)",299.2,20.6,C(CCCOC(=O)C(C(C(F)(F)F)(F)F)(F)F)CCOC(=O)C(C(C(F)(F)F)(F)F)(F)F
4-methyl-4-heptanol,328,21.75,CCCC(C)(CCC)O
4-methyl-1-pentanol,298,24.07,CC(C)CCCO
isobutyl ricinoleate,323,29.22,CCCCCCC(CC=CCCCCCCCC(=O)OCC(C)C)O
2-butylthiophene,293,29.75,CCCCC1=CC=CS1
heptyl 3-hexyloxypropionate,358,23.93,CCCCCCOCCC(=O)OCCCCCCC
"2,4,5-trichlorophenol",333,39.26,C1=C(C(=CC(=C1Cl)Cl)Cl)O
"2,3-dimethylpentane",353,13.99,CCC(C)C(C)C
perfluoro-2-methylpentane,308,10.97,C(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)(C(F)(F)F)F
3-amino-1-propanol,328,44.97,C(CN)CO
hexyl 3-butoxypropionate,313,26.16,CCCCCCOC(=O)CCOCCCC
Acetic anhydride,383,19.72,CC(=O)OC(=O)C
perfluoromethylcyclohexane,323,12.9,C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)F
"2,2-dimethylpentane",313,16.11,CCCC(C)(C)C
"4,5-dimethyloctane",333,19.92,CCCC(C)C(C)CCC
3-pentanone O-ethyloxime,293,23.78,CCC(=NOCC)CC
tris(2-methoxyethyl)phosphite,293,33.94,COCCOP(OCCOC)OCCOC
cyclobutanecarboxylic acid,293,33.62,C1CC(C1)C(=O)O
hexyl nitrite,318,21.35,CCCCCCON=O
trimethyl orthophosphate,353,30.66,COP(=O)(OC)OC
m-chlorophenol,313,39.7,C1=CC(=CC(=C1)Cl)O
propyl pyrotartate,343,24.94,CCCOC(=O)CC(C)C(=O)O
cyclopentanone,313,31.15,C1CCC(=O)C1
heptyl 3-heptyloxypropionate,293,28.77,CCCCCCCOCCC(=O)OCCCCCCC
"ethyl 1,1-cyclopropanedicarboxylate",343,27.3,CCOC(=O)C1(CC1)C(=O)OCC
2-pentanone O-ethyloxime,293,23.56,CCCC(=NOCC)C
butyl disulfide,333,26.82,CCCCSSCCCC
o-dinitrobenzene,413,36.99,C1=CC=C(C(=C1)[N+](=O)[O-])[N+](=O)[O-]
octyl sulfide,333,26.5,CCCCCCCCSCCCCCCCC
4-methyl-3-penten-2-one oxime,303,29.95,CC(=CC(=NO)C)C
isopropyl-1-pentylstyrene,293,36.59,CCCCCC1(C=CC=CC1)C=CC(C)C
5-methyl-5-undecanol,328,23.69,CCCCCCC(C)(CCCC)O
3-methylbutyl acetate,303,23.78,CC(C)CCOC(=O)C
"2-Butyne-1,4-diol, divalerate",313,30.41,CCCCC(=O)OCC#CCOC(=O)CCCC
azine of anisaldehyde,452,29.9,COc1ccc(C=NN=Cc2ccc(OC)cc2)cc1
1-phenylhexane,323,27.15,CCCCCCC1=CC=CC=C1
di-sec-butylamine,323,19.7,CCC(C)NC(C)CC
cycloheptanone,373,26.25,C1CCCC(=O)CC1
isobutylcyclohexane,278,27.89,CC(C)CC1CCCCC1
allyl phenyl ether,288,34.44,C=CCOC1=CC=CC=C1
dimethyl azelate,343,29.99,COC(=O)CCCCCCCC(=O)OC
ethane,183,16.18,CC
3-chloro-3-methyloctane,298,26.17,CCCCCC(C)(CC)Cl
perfluoropentane,298,9.42,C(C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F
o-diethylbenzene,373,22.06,CCC1=CC=CC=C1CC
"2,4-xylidine",288,37.85,CC1=CC(=C(C=C1)N)C
pentyl vinyl ether,293,23.44,CCCCCOC=C
1-iodohexadecane,313,30.97,CCCCCCCCCCCCCCCCI
decane,313,21.99,CCCCCCCCCC
allyl phenyl ether,298,33.35,C=CCOC1=CC=CC=C1
chlorobenzene,323,30.01,C1=CC=C(C=C1)Cl
levulinic acid,333,37.11,CC(=O)CCC(=O)O
3-methyl-3-nonanol,308,25.27,CCCCCCC(C)(CC)O
l-pinene,283,27.33,CC1=CC[C@H]2C[C@@H]1C2(C)CÊ
Chlorotrinitromethane,293,34.2,C([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])Cl
1-phenyldecane,313,29.21,CCCCCCCCCCC1=CC=CC=C1
p-methoxybenzene,403,26.4,COC1=CC=C(C=C1)
1-chloroundecane,293,29.3,CCCCCCCCCCCCl
iodoacetic acid,373,36.85,C(C(=O)O)I
dextro-4-Phenyl-2-butanol,343,31.25,CC(CCC1=CC=CC=C1)O
p-dibromobenzene,393,29.76,C1=CC(=CC=C1Br)Br
"2,4-dichlorophenol",393,27.3,C1=CC(=C(C=C1Cl)Cl)O
anisole,333,30.89,COC1=CC=CC=C1
dibutyl suberate,303,30.78,CCCCOC(=O)CCCCCCC(=O)OCCCC
3-propyl-pyridine,293,33.77,CCCC1=CN=CC=C1
Propylene,223,17.13,CC=C
ethylenediamine,333,36.38,C(CN)N
p-bromotoluene,423,21.44,CC1=CC=C(C=C1)Br
2-propyl-pyridine,293,31.36,CCCC1=CC=CC=N1
dipropyl phosphonate,358,23.33,CCCO[P+](=O)OCCC
4-heptyl-pyridine,313,30.47,CCCCCCCC1=CC=NC=C1
3-amino-1-propanol,298,48.3,C(CN)CO
propyl dodecanoate,323,26.29,CCCCCCCCCCCC(=O)OCCC
butanol,373,18.2,CCCCO
"dibutyl 1,1-cyclobutanedicarboxylate",363,23.79,CCCCOC(=O)C1(CCC1)C(=O)OCCCC
glycerol trioleate,353,30.44,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC
hexyl alcohol,338,22.6,CCCCCCO
butyl cyclopropane,333,24.84,CCCCC1CC1
1-chloro-2-methylpropane,283,23.3,CC(C)CCl
1-pentanethiol,313,24.39,CCCCCS
hexyl methyl ether,343,18.26,CCCCCCOC
cyclohexyl formate,293,32.22,C1CCC(CC1)OC=O
diethyl O-octanoyl-l-malate,313,28.05,CCCCCCCC(=O)OC(C(=O)OCC)C(=O)OCC
4-methylcyclohexanol,293,27.69,CC1CCC(CC1)O
tert-butyl methyl sulfide,293,23.48,CC(C)(C)SC
3-(di-1-pentylamino)-propionitrile,298,28.35,CCCCCN(CCCCC)CCC#N
1-eicosene,353,24.06,CCCCCCCCCCCCCCCCCCC=C
dimethyl acetylenedicarboxylate,288,38.52,COC(=O)C#CC(=O)OC
1-nitropentane,283,28.36,CCCCC[N+](=O)[O-]
3-ethyl-3-pentanol,298,25.25,CCC(CC)(CC)O
Methyl m-hydroxybenzoate,433,32.39,COC(=O)C1=CC(=CC=C1)O
methyl acetoacetate,363,26.48,CC(=O)CC(=O)OC
butyl nitrate,288,28.66,CCCCO[N+](=O)[O-]
1-methylcyclohexene,313,24.39,CC1=CCCCC1
ethyl mesaconate,293,31.54,CC(=O)OC=C(C)C(=O)O
3-(dibutylamino)-propionitrile,363,23.33,CCCCN(CCCC)CCC#N
p-ethyltoluene,333,24.53,CCC1=CC=C(C=C1)C
"1,2-dichloroethane",358,23.29,C(CCl)Cl
2-methoxyethyl orthophosphate,293,36.61,CCOCCOP(=O)(O)O
5-methyl-5-octanol,308,25.21,CCCCC(C)(CCC)O
1-chloro-4-iodo-benzene,353,35.66,C1=CC(=CC=C1Cl)I
propyl orthoformate,358,18.84,CCCOC(OCCC)OCCC
Myricyl alcohol,373,25.69,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO
p-nitroaniline,473,42.17,C1=CC(=CC=C1N)[N+](=O)[O-]
"3-methyl-4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-3-buten-2-one",323,27.99,CC1=CCCC(C1C=C(C)C(=O)C)(C)C
Ethyl Acetate,313,21.65,CCOC(=O)C
isovaleric acid,323,22.85,CC(C)CC(=O)O
diethyl bromo-malonate,303,32.34,CCOC(=O)C(C(=O)OCC)Br
methyl thiocyanate,283,39.35,CSC#N
benzophenone,373,35.03,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2
"1,1-diisobutoxyethane",288,22.85,CC(C)COC(C)OCC(C)C
1-tetradecene,283,27.68,CCCCCCCCCCCCC=C
dipentylamine,353,20.85,CCCCCNCCCCC
N-nitrosodihexylamine,323,27.57,CCCCCCN(CCCCCC)N=O
dimethyl suberate,283,36.75,COC(=O)CCCCCCC(=O)OC
methyl dodecanoate,303,28.69,CCCCCCCCCCCC(=O)OC
1-fluoro-octane,333,20.28,CCCCCCCCF
propyl hydrocinnamate,303,33.13,CCCOC(=O)CCC1=CC=CC=C1
m-bromophenol,373,36.2,C1=CC(=CC(=C1)Br)O
methyl 3-ethoxypropionate,358,22.27,CCOCCC(=O)OC
propyl 3-butynoate,313,27.69,C#CCC(=O)OCCC
3-methyl-1-pentanol,338,21.79,CCC(C)CCO
tetramethylene nitrate,308,42,C(CCO[N+](=O)[O-])CO[N+](=O)[O-]
diisopentyl oxalate,363,22.45,CC(C)CCOC(=O)C(=O)OCCC(C)C
Methyl butyrate ,323,21.75,CCCC(=O)OC
isovaleraldehyde,293,23.69,CC(C)CC=O
methyl phenylacetate,343,32.29,COC(=O)CC1=CC=CC=C1
hexacontane,433,21.57,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
trans-hexahydro-2-indanone,353,29.46,C1CCC2CC(=O)CC2C1
isobutyric acid,363,18.6,CC(C)C(=O)O
tetradecyl acetate,298,29.81,CCCCCCCCCCCCCCOC(=O)C
tridecane,373,19.01,CCCCCCCCCCCCC
Lactonitrile,343,31.59,CC(C#N)O
methyl heptanoate,373,19.08,CCCCCCC(=O)OC
m-xylene,303,27.92,CC1=CC(=CC=C1)C
Ethyl 2-cyano-3-ethylvalerate,288,31.42,CCC(CC)C(C#N)C(=O)OCC
Butyl propioate,313,23.4,CCC(=O)OCCCC
ethylene glycol,393,39.53,C(CO)O
triisobutyl orthophosphate,373,20.02,CC(C)COP(=O)(OCC(C)C)OCC(C)C
ethyl 1-cyano-1-cyclobutanecarboxylate,353,28.36,CC1(C=C1C(=O)OCC)C(=O)OCC
methyl diethylmalonate,283,32.13,CCC(CC)(C(=O)OC)C(=O)OC
"4,13-dichloro-4,13-dipropylhexadecane",318,29.82,CCCC(CCC)(CCCCCCCCC(CCC)(CCC)Cl)Cl
3-hepyloxy-propionitrile,298,29.01,CCCCCCCOCCC#N
4-heptanone O-propyloxime,323,22.21,CCCC(=NOCCC)CCC
diethyl benzylmalonate,333,31.85,CCOC(=O)C(CC1=CC=CC=C1)C(=O)OCC
m-nitroaniline,413,41.28,C1=CC(=CC(=C1)[N+](=O)[O-])N
Ethyl 2-cyano-3-methylvalerate,348,25.84,CCC(C)C(C#N)C(=O)OCC
methyl phenyl sulfide,343,34.14,CSC1=CC=CC=C1
1-heptylnaphthalene,313,32.94,CCCCCCCC1=CC=CC2=CC=CC=C21
"3-methyl-4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-2-butanol",293,30.63,CC1=CCCC(C1C=C(C)C(C)O)(C)C
2-hexylnaphthalene,313,32.33,CCCCCCC1=CC2=CC=CC=C2C=C1
"cis-1,4-dimethylcyclohexane",283,25.39,CC1CCC(CC1)C
butyl allylmalonate,293,28.98,CCCC(=O)C(CC=C)C(=O)OCC
butyl cyclopropane,353,22.8,CCCCC1CC1
1-o-tolyl-1-p-tolyethane,303,35.5,Cc1ccccc1C(C)c1ccc(C)cc1
"4,5-dimethyloctane",353,18.18,CCCC(C)C(C)CCC
3-ethoxypropionitrile,313,29.54,CCOCCC#N
methyl decanoate,313,26.68,CCCCCCCCCC(=O)OC
"1,2-dibromopropane",293,34.5,CC(CBr)Br
2-methylhexane,303,18.33,CCCCC(C)C
"methyl 4-methyl-1,1-cyclohexanediacetate",298,32.89,CC1CCC(CC1)(CC(=O)OC)CC(=O)OC
isobutyl phenylpropiolate,323,32.31,CC(C)COC(=O)C#CC1=CC=CC=C1
"2,4,5-trichlorophenol",313,41.71,C1=C(C(=CC(=C1Cl)Cl)Cl)O
4-heptanone oxime,353,22.74,CCCC(=NO)CCC
dimethyl ethylmalonate,333,27.83,CCC(C(=O)OC)C(=O)OC
4-ethyl-pyridine,358,28.01,CCC1=CC=NC=C1
cyclohexanone,343,29.4,C1CCC(=O)CC1
p-bromotoluene,403,23.44,CC1=CC=C(C=C1)Br
butyl disulfide,288,31.02,CCCCSSCCCC
hexyl methyl ether,303,22.22,CCCCCCOC
trichloronitromethane,353,24.38,C([N+](=O)[O-])(Cl)(Cl)Cl
hexanenitrile,343,23.29,CCCCCC#N
propyl sulfite,303,27.77,CCCOS(=O)OCCC
"methyl 1,1-cyclohexanediacetate",358,29.49,C1CCC(CC1)(CC(=O)OC)CC(=O)O
dimethyl pentylmalonate,323,27.65,CCCCCC(C(=O)OC)C(=O)OC
"3,5-dimethylisoxazole",323,29.27,CC1=CC(=NO1)C
ethyl 1-naphthaleneacetate,333,36.92,CCOC(=O)CC1=CC=CC2=CC=CC=C21
methylenecyclopentane,283,25.42,C=C1CCCC1
isobutyric acid,313,23.2,CC(C)C(=O)O
ethyl naphthoate,333,37,CCOC(=O)C1=CC=CC2=C1C=CC=C2
"1,1,1-trichloroethane",318,22.64,CC(Cl)(Cl)Cl
dipropyl pentylmalonate,363,22.44,CCCC(C)C(C(=O)OCCC)C(=O)OCCC
butanol,323,22.71,CCCCO
p-chlorotoluene,423,18.7,CC1=CC=C(C=C1)Cl
5-methylisoxazole,333,28.09,CC1=CC=NO1
dibutyl ether,363,16.37,CCCCOCCCC
2-butoxyethanol,333,23.2,CCCCOCCO
3-methyl-3-heptanol,298,25.21,CCCCC(C)(CC)O
chloroacetic acid,353,34.33,C(C(=O)O)Cl
"1,1,2,2-tetrachloroethane",298,35.58,C(C(Cl)Cl)(Cl)Cl
o-chloroaniline,363,35.27,C1=CC=C(C(=C1)N)Cl
beta-ionone,293,33.46,CC1=C(C(CCC1)(C)C)C=CC(=O)C
triisopentylammonium thiocyanate,393,28.52,CC(C)CC[N+](CCC(C)C)(CCC(C)C)CCC(C)C.C(#N)[S-]
1-chloroheptane,373,19.33,CCCCCCCCl
4-heptanone O-ethyloxime,323,21.73,CCCC(=NOCC)CCC
ethyl isothiocyanate,283,37.36,CCN=C=S
ethyl mesaconate,353,25.43,CC(=O)OC=C(C)C(=O)O
1-eicosene,303,28.27,CCCCCCCCCCCCCCCCCCC=C
p-iodotoluene,423,24.75,CC1=CC=C(C=C1)I
dipropyl propylphosphonate,333,24.41,CCCOP(=O)(CCC)OCCC
"4,4-dimethylheptane",333,18.35,CCCC(C)(C)CCC
"glycerol 1,3-dioleate 2-palmitate",403,21.61,CCCCCCCCCCCCCCCC(=O)OCC(OC(=O)CCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCC
methyl ethylpropylmalonate,363,23.38,CCCOC(=O)C(C)C(=O)OCÊ
butyl iodoacetate,303,32.14,CCCCOC(=O)CI
dipentyloxymethane,303,25.03,CCCCCOCOCCCCC
dipentyl malonate,373,21.9,CCCCCOC(=O)CC(=O)OCCCCC
2-chloro-octane,333,22.4,CCCCCCC(C)Cl
Lactonitrile,323,33.51,CC(C#N)O
p-toluenesulfonyl chloride,393,31.57,CC1=CC=C(C=C1)S(=O)(=O)Cl
4-methoxyazobenzene,353,38.26,COC1=CC=C(C=C1)N=NC2=CC=CC=C2
isopropylcyclohexane,303,25.5,CC(C)C1CCCCC1
2-heptylthiophene,358,24.36,CCCCCCCC1=CC=CS1
2-heptylnaphthalene,293,33.85,CCCCCCCC1=CC2=CC=CC=C2C=C1
Methyl m-hydroxybenzoate,463,29.67,COC(=O)C1=CC(=CC=C1)O
1-octadecene,313,26.43,CCCCCCCCCCCCCCCCC=C
ethyl decanoate,373,20.78,CCCCCCCCCC(=O)OCC
2-ethylnaphthalene,293,37.1,CCC1=CC2=CC=CC=C2C=C1
"1,1,1,3,3,3-hexachloro-2,2-difluoropropane",293,32.6,C(C(Cl)(Cl)Cl)(C(Cl)(Cl)Cl)(F)F
m-methoxyphenol,353,37.7,COC1=CC=CC(=C1)O
dodecyl butyrate,338,25.45,CCCCCCCCCCCCOC(=O)CCC
propyl isonicotinate,293,35.22,CCCOC(=O)C1=CC=NC=C1
benzenesulfonyl fluoride,363,30.06,C1=CC=C(C=C1)S(=O)(=O)F
diethyl O-decanoyl-l-malate,373,23.33,CCCCCCCCCC(=O)OCC(=O)OCC
methyl decanoate,303,27.59,CCCCCCCCCC(=O)OC
1-chloro-octane,323,24.83,CCCCCCCCCl
diethyl glutarate,343,27.27,CCOC(=O)CCCC(=O)OCC
diisopentyl acetylenedicarboxylate,363,24.77,CC(C)CCOC(=O)C#CC(=O)OCCC(C)C
1-bromo-4-fluoro-benzene,303,33.64,C1=CC(=CC=C1F)Br
diisopropyl adipate,343,24.4,CC(C)OC(=O)CCCCC(=O)OC(C)C
"2-propoxy-4-methyl-1,2,3-dioxaphospholane",333,25.22,CCCOP1C(C)COO1
"1,1-dibutoxyethane",313,22.59,CCCCOC(C)OCCCC
ethylenediamine,323,37.78,C(CN)N
cycloheptanone,353,28.35,C1CCCC(=O)CC1
"2,2,3,4-tetramethylpentane",313,20.25,CC(C)C(C)C(C)(C)C
ethyl octanoate,353,21.61,CCCCCCCC(=O)OCC
"4,4-dimethylheptane",323,19.27,CCCC(C)(C)CCC
Methyl formate,373,12.57,COC=O
ethyl pentyl carbonate,353,21.38,CCCCCOC(=O)OCC
methyl dimethylmalonate,363,23.23,CC(C)(C(=O)[O-])C(=O)OC
2-nitrobutane,333,25.19,CCC(C)[N+](=O)[O-]
5-chlorodecane,333,24.57,CCCCCC(CCCC)Cl
p-dibromobenzene,403,28.75,C1=CC(=CC=C1Br)Br
cyclopentyl formate,293,31.79,C1CCC(C1)OC=O
butyric acid,363,20.07,CCCC(=O)O
heptenal oxime,353,23.55,CCCCCCC=NO
butyl dodecanoate,363,23.89,CCCCCCCCCCCC(=O)OCCCC
"2,5-xylenol",413,24.82,CC1=CC(=C(C=C1)C)O
dipropyl adipate,323,28.88,CCCOC(=O)CCCCC(=O)OCCC
tetrachlorobiphenyl,293,44.2,C1=CC=C(C=C1)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl
ethyl cyclobutanecarboxylate,323,26.38,CCOC(=O)C1CCC1
methyl pyrotartate,293,33.21,COC(=O)CC(C)C(=O)OC
3-hexanone O-ethyloxime,343,19.36,CCCC(=NOCC)CC
"1,9-diiodononane",358,36.06,C(CCCCI)CCCCI
Benzyl Benzoate,413,33.16,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2
"2-Butyne-1,4-diol, diheptanoate",313,29.79,CCCCCCC(=O)OCC#CCOC(=O)CCCCCC
1-tetradecene,363,20.65,CCCCCCCCCCCCC=C
"methyl 2-methyl-1,1-cyclohexanediacetate",363,28.81,CC1CCCCC1(CC(=O)O)CC(=O)OC
"N,N-diethylaniline",333,30.35,CCN(CC)C1=CC=CC=C1
dioctyl ether,333,24.41,CCCCCCCCOCCCCCCCC
3-methyloctane,313,20.45,CCCCCC(C)CC
3-bromopropene,303,25.68,C=CCBr
methyl carbamate,413,28.92,COC(=O)N
2-chlorobutane,303,21.05,CCC(C)Cl
ethane,143,22.82,CC
butyl thienyl ketone,313,33.92,CCCCC(=O)C1=CC=CS1
hexyl nicotinate,333,30.2,CCCCCCOC(=O)C1=CN=CC=C1
4-benzyl-6-bromo-2-phenylphenol,323,42.24,C1=CC=C(C=C1)CC2=CC(=C(C(=C2)Br)O)C3=CC=CC=C3
2-methyl-1-pentanol,308,24.11,CCCC(C)CO
o-tolunitrile,333,33.21,CC1=CC=CC=C1C#N
ethyl butyrate,303,23.41,CCCC(=O)OCC
3-ethyl-2-methylpentane,343,16.87,CCC(CC)C(C)C
"3-methyl-4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-3-buten-2-one",303,29.71,CC1=CCCC(C1C=C(C)C(=O)C)(C)C
"2,3,4-trimethylpentane",283,22.07,CC(C)C(C)C(C)C
isobutyl fumarate,293,28.93,CC(C)COC(=O)/C=C/C(=O)O
isovaleronitrile,353,20.96,CC(C)CC#N
propyl naphthoate,293,39.6,CCCOC(=O)c1cccc2ccccc12
decylcyclohexane,283,30.63,CCCCCCCCCCC1CCCCC1
Ethyl 2-cyano-3-ethylhexanoate,373,23.5,CCCC(CC)C(C#N)C(=O)OCC
1-fluoro-octane,293,24.03,CCCCCCCCF
propylamine,288,23,CCCN
"2,3,4-trimethylpentane",373,13.83,CC(C)C(C)C(C)C
diethyl pentylmalonate,333,25.13,CCCCCC(C(=O)OCC)C(=O)OCC
1-methylnaphthalene,303,37.16,CC1=CC=CC2=CC=CC=C12
sec-butyl acetate,333,19.4,CCC(C)OC(=O)C
6-undecanone,308,26.16,CCCCCC(=O)CCCCC
"4-(2,6,6-trimethyl-2cyclohexen-1-yl)-2-butanol acetate",343,24.98,CC1=C(C(CC1)(C)C)C2CCC(C2)C(C)COC(C)=O
dipentylamine,313,24.38,CCCCCNCCCCC
dipropyl phosphonate,333,25.61,CCCO[P+](=O)OCCC
m-xylene,293,29.02,CC1=CC(=CC=C1)C
1-chlorohexadecane,293,31.1,CCCCCCCCCCCCCCCCCl
methyl 3-pyridil ketone,293,44.66,CC(=O)C1=CN=CC=C1
3-ethyl-3-hexanol,308,24.66,CCCC(CC)(CC)O
propyl thiocyanate,303,31.7,CCCSC#N
diethyl O-valeryl-l-malate,343,25.6,CCOC(=O)CC(O)C(=O)OCCC
dimethyl succinate,343,30.66,COC(=O)CCC(=O)OC
4-chlorodecane,353,22.94,CCCCCCC(CCC)Cl
p-dichlorobenzene,383,24.99,C1=CC(=CC=C1Cl)Cl
"labile Ethyl 3-methyl-2-cyclopropene-1,2-dicarboxylate",353,27.63,CC1(C=C1C(=O)OCC)C(=O)OCC
DL-manelonitrile,343,39.05,C1=CC=C(C=C1)C(C#N)O
"1,1-diethoxyethane",363,14.19,CCOC(C)OCC
cumaldehyde,283,34.91,CC(C)C1=CC=C(C=C1)C=O
butyl undecenoate,303,28.74,CCCCCCCCC=CC(=O)OCCCC
2-pentyl-pyridine,293,30.98,CCCCCC1=CC=CC=N1
glycerol tridecanoate,393,23.27,CCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC)OC(=O)CCCCCCCCC
diethyl malate,323,32.25,CCOC(=O)CC(C(=O)OCC)O
"dipropyl-1,1-cyclopropanecarboxylic acid",323,27.99,CCCC1C(C1C(=O)OCC)CCC
Ethyl 2-cyano-3-methylhexanoate,288,30.54,CCCC(C)C(C#N)C(=O)OCC
heptyl thiophene-2-carboxylate,358,26.08,CCCCCCCOC(=O)C1=CC=CS1
ethyl ethylxanthate,288,34.78,CCOC(=S)SCC
"3-ethyl-2,3-dimethylpentane",298,23.4,CCC(C)(CC)C(C)C
"methyl 2-methyl-1,1-cyclohexanediacetate",303,34.7,CC1CCCCC1(CC(=O)O)CC(=O)OC
2-butanone O-ethyloxime,333,19.4,CCC(=NOCC)C
Methyl stearate,313,29.1,CCCCCCCCCCCCCCCCCC(=O)OC
dipropyl sulfide,303,25,CCCSCCC
dibutylamine,303,23.64,CCCCNCCCC
ethyl hydrocinnamate,353,28.82,CCOC(=O)CCC1=CC=CC=C1
benzenesulfonyl chloride,313,41.01,C1=CC=C(C=C1)S(=O)(=O)Cl
octane,363,14.96,CCCCCCCC
